분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,공간DB융합시스템 구축,계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 한국건설기술원",70억원,"215,454,000천원",국가공간정보 공동활용체계 구축 및 운영(정보화),국가공간정보 공동활용체계 구축 및 운영(정보화),"7,563,000천원",골재자원조사및,"1,836,000천원",국토공간정보기반조성(정보화),"694,000천원",지상지하 공간정보 통합관리체계 구축(정보화),"3,550,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,215454000,104.0,B급_간접관련
,검사기술 선진화 및 첨단차 검사기법 도입,계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 한국교통안전공단",26억원,"86,446,000천원",수소전기차내압용기검사소구축사업,수소전기차내압용기검사소구축사업,"3,400,000천원",첨단자동차검사연구센터운영,"300,000천원",자율자동차 상용화,"9,429,000천원",자동차안전도강,"19,760,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,86446000,104.0,B급_간접관련
,안전한 자동차 제작 유도를 위한 시설 및 운영,계속사업,Y,N,N,Y,N,N,N,"국가, 한국교통안전공단 등",,"86,446,000천원",자동차안전도강화,자동차안전도강화,"18,420,000천원",자동차 튜닝인증 기술지원,"810,000천원",이륜자동차이동검사소운영,"530,000천원",교통안전공단출,"86,446,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,86446000,104.0,B급_간접관련
,고속도로조사설계,계속사업,Y,N,N,N,N,N,N,"국가, 한국도로공사",,"14,658,513,000천원",고정자산매각대,고속도로조사,"28,392,000천원",고속도로건설,"961,247,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,14658513000,104.0,B급_간접관련
,고속철도 건설,계속사업,N,N,N,Y,N,N,N,국가철도공단,,"2,261,868,000천원",일반철도건설,호남고속철도건설(광주-목포),"81,643,000천원",일반철도건설,"2,261,868,000천원",평택-오송,2천원,경부고속철도,2천원,인천발 KTX,"114,298,000천원",수원발 KTX,"37,555,000천원",수색-광명 고속철도건설,"14,700,000천원",서해선-경부고속 연결선 철도건설,"2,000,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,Yes,광역철도건설지원,71.604,71604,불일치,31488.57,377,2261868000,104.0,B급_간접관련
,일반철도건설사업 중 공사 중 사업 지원,계속사업,Y,Y,N,Y,N,N,Y,국가철도공단,460.28억원,"1,154,782,000천원",서해선복선전철,보성-임성리철도건설,"3,000,000천원",철도운영지원(교,"1,082,029,000천원",서해선복선전철,"37,000,000천원",이천-문경 철도건설,"34,800,000천원",장항선 개량,2천원,도담-영천 복선전철,"26,968,000천원",장항선(신창-대야)복선전철화,"122,800,000천원",강릉-제진철도건설,"185,200,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,1154782000,104.0,B급_간접관련
,"수송차량구입, 민자철도운영지원",계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 국가철도공단, 한국철도공사",460.28억원,"876,033,000천원",수송차량구입,수송차량구입,"197,891,000천원",민자철도운영지원,"871,611,000천원",국가철도공단지,"72,753,000천원",김포 도시철도 전동차 증차 한시지원,"6,120,000천원",서울 도시철도 전동차 증차 한시지원,"6,407,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,876033000,104.0,B급_간접관련
,"국가철도공단 인건비, 운영경비 지원",계속사업,Y,Y,Y,Y,N,N,Y,국가철도공단,475.28억원,"876,033,000천원",국가철도공단관리비,국가철도공단관리비,"72,753,000천원",광역철도건설지,"876,033,000천원",2800 광역철도건설,"876,033,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,876033000,104.0,B급_간접관련
,대도시권 교통난 해소를 위한 도시철도망,계속사업,N,Y,N,Y,N,N,Y,국토교통과학기술진흥원,914.79억원,"4,811,093,000천원",고속철도자갈궤도구간사전제작형급속개량콘크리트궤도및,철도차량및용품형식승인기술기준고도화개발(R&D),"6,679,000천원",초고속하이퍼튜브철도인프라핵심기술개발(R&D),"4,850,000천원",국토교통과학기술진흥원기획평가관리비(교특)(R&D),"6,971,000천원",고속철도자갈궤도구간사전제작형급속개량콘크리트궤도및,"2,000,000천원",내구연한도래노후디젤기관차대체를위한친환경수소전기기,"11,603,000천원",대심도장대터널(GTX등)의재난대응복합훈련장개발(R&D),"8,318,000천원",스마트철도물류혁신기술개발(R&D),"2,000,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,일반,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,4811093000,104.0,B급_간접관련
,해양수산 및 해운항만 산업 발전 연구 등,계속사업,N,N,N,Y,N,N,N,한국해양수산개발원,,"16,515,000천원",한국행정연구원,한국해양수산개발원(R&D),"31,267,000천원",한국행정연구원,"16,515,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,16515000,101.4,B급_간접관련
,"SW, 인공지능 분야 등의 전문인재양성을 통해 실무형 인재양성 및 채용연계 추진",계속사업,N,N,N,Y,N,N,N,정보통신기획평가원 등,,"48,899,000천원",지역디지털인재양성,지역디지털인재양성,"61,595,000천원",소프트웨어인재키움,"1,228,000천원",SW산업경쟁력강,"1,514,000천원",디지털헬스케어 기반 AI 융합혁신 센터 구축,"3,500,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),교육/인재양성,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,48899000,101.4,B급_간접관련
,수산업의 미래산업화를 위해 수산 전분야 RD 지원 및 전문인력 양성 지원,계속사업,Y,N,N,Y,N,N,N,해양수산과학기술진흥원,,"14,800,000천원",해양아쿠아포닉스기반 에너지절감형 육상양식시스템 구축,국제사회IUU어업 예방을 위한 원양어선전자모니터링기술,"5,400,000천원",수산부산물산업활용성기술개발사업(R&D),"3,325,000천원",수산업현장맞춤형기술고도화사업(R&D),"3,260,000천원",지속가능한 우량김종자생산 및 육상양식기술개발(R&D),"7,550,000천원",정책연구개발(R,"644,000천원",해양아쿠아포닉스기반 에너지절감형 육상양식시스템 구축,"2,800,000천원",해양수산 융합형 전문인력양성사업(R&D),"3,700,000천원",양식생물 생물보안체계 구축을 위한 기술개발(R&D),"1,600,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,해양수산부,대규모(1000억원 이상),인프라/건설,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,14800000,101.4,B급_간접관련
,정보통신산업진흥원 기관운영비 지원,계속사업,Y,N,Y,Y,N,N,N,정보통신산업진흥원,,"3,924,437,000천원",정보통신산업진흥원지원(정보화),정보통신산업진흥원지원(정보화),"39,144,000천원",공정경쟁및이용,"6,207,000천원",846) (-) 장(분야),130천원,846) (-) 관(부문),131천원,방송통신,"257,988,000천원",000 2400 통신정책지원,"37,233,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조, 출연",기타,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,3924437000,100.0,B급_간접관련
,ICT분야의 스마트한 기술개발 적용,계속사업,N,N,N,Y,N,N,N,민간,,"405,962,000천원",스마트화산업기,초고층 복합시설 복합재난관리 디지털플랫폼 기술개발(R&,"2,000,000천원",스마트화산업기,"111,956,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,민간,대규모(1000억원 이상),R&D/연구개발,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,405962000,100.0,B급_간접관련
,"전문 연구정보를 제공하고, 포항 방사광가속기를 활용지원하여 기초연구역량 제고",계속사업,N,N,N,Y,N,N,N,한국연구재단,,"59,903,000천원",방사선이용기술,기초연구기반구축(R&D),"76,063,000천원",방사선이용기술,"29,075,000천원",방사광가속기공동이용연구지원(R&D),"80,944,000천원",양성자가속기 성능향상 선행 R&D 사업(R&D),"2,274,000천원",EIC개발협력연구(R&D),"2,846,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,Yes,방사선이용기술개발,29.075,29075,불일치,1960.29,92,59903000,100.0,A급_직접관련
,국가과학기술연구회 소관 출연연 연구 운영비 지원(RD),계속사업,N,N,N,Y,N,N,N,나노기술연구협의회 등,,"340,156,000천원",창의적인재육성,한국화학연구원연구운영비지원(R&D),"24,007,000천원",연구성과기술사 -,"5,140,000천원",창의적인재육성,"3,767,000천원",한국재료연구원연구운영비지원(R&D),"56,196,000천원",한국재료연구원 시설 지원(R&D),"995,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,340156000,100.0,B급_간접관련
,ICT융합산업 RD기반구축 및 성과 확산,계속사업,Y,N,N,Y,N,N,N,정보통신산업진흥원,,"130,708,000천원",디지털혁신거점 조성지원,디지털혁신거점 조성지원,"5,900,000천원",전파연구지원,"530,000천원",글로벌제조융합SW개발및실증(R&D),"13,500,000천원",홀로그램 기술 사업화 실증지원,"3,000,000천원",농식품 분야 메타버스기반 기술실증 지원,"2,700,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",기타,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,130708000,100.0,B급_간접관련
,"영상 검보정 표준사이트의 효율적 개발과, 통합운영 인프라의 안 정적 운용 및 고도화",계속사업,Y,N,N,Y,N,N,N,한국항공우주연구원,,"251,529,000천원",프로젝트 기획관,국가위성 운영 및 검보정 인프라 고도화(R&D),"10,989,000천원",프로젝트 기획관,"8,685,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",기타,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,251529000,100.0,B급_간접관련
,안산 및 포항공동체 복합시설 건립 지원,계속사업,Y,Y,N,N,N,N,Y,지자체,51.15억원,"3,742,000천원",활력 복합시설 건립 지원,활력 복합시설 건립 지원,"11,761,000천원",서해5도종합발전 -,"8,540,000천원",섬 발전 협력사,"3,742,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,3742000,100.0,A급_직접관련
,"광양항, 울릉항 등 일반항 항만시설 확충",계속사업,Y,N,Y,N,N,N,N,국가,,"138,553,000천원",일반항,일반항,"108,316,000천원",광양(여천)항,"46,196,000천원",울릉(사동)항,"14,001,000천원",경인항,"6,853,000천원",항만시설유지보,"138,553,000천원",여수신항,"3,792,000천원",여수신북항,"15,409,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,138553000,100.0,A급_직접관련
,에너지산업 경쟁력 제고 및 미래 에너지시스템 혁신,계속사업,N,Y,N,Y,N,N,Y,한국에너지기술평가원,646억원,"2,304,022,000천원",포항지진 피해구,에너지차세대리더육성사업(R&D),"5,625,000천원",포항지진 피해구,"4,458,000천원",6000 포항지진 피해관리,"4,458,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",산업통상자원부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,Yes,포항지진 피해구제,4.458,4458,불일치,516728.62,413,2304022000,100.0,A급_직접관련
,포항지진 관련 피해구제 지원 및 공동체 회복을 지원하는 사업,2020년-2026년,N,Y,N,N,N,Y,Y,,646억원,"7,929,350,000천원",포항국제전시컨벤션센터건립,포항국제전시컨벤션센터건립,"4,458,000천원",회계간거래,"2,304,022,000천원",8100 회계간거래,"2,304,022,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"출연, 융자",기타,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,7929350000,100.0,A급_직접관련
,"수소공급인프라를 구축하여 수소차, 버스 기반 교통망 조성 등 수 소경제 대중교통망 보급 확대 기여",계속사업,N,Y,N,N,N,N,Y,지자체,44억원,"1,265,415,000천원",수소생산기지 구축,수소생산기지 구축,"5,990,000천원",지역산업경쟁력,"3,602,000천원",관(부문),117천원,산업혁신지원,"3,602,000천원",000 3300 지역경제활성화,"3,602,000천원",000 강화 -,80천원,6 예산안,202천원,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1265415000,100.0,B급_간접관련
